Name,RA (J2000),Dec (J2000),Object Type,cz [km/s],z-flag,Redshift Reference,PA [deg],Sep. [Mpc],Δcz [km/s]
CGCG 137-031 NED01,16h04m59.96s,+23d39m30.2s,G,8930,,1995AJ....109..874B,87.2,8.7958,3496
MSPM 00142,16h05m00.67s,+23d52m44.8s,GClstr,9650,,2012MNRAS.422...25S,85.4,8.8027,4216
SDSS J160500.68+235244.7,16h05m00.68s,+23d52m44.8s,G,10053,,2002AJ....123..100K,85.4,8.8028,4619
SDSS J155014.62+173648.4,15h50m14.63s,+17d36m48.5s,G,8856,,2007SDSS6.C...0000:,148.0,8.8030,3422
2MASX J15454965+2957183,15h45m49.69s,+29d57m18.3s,G,9346,,2005SDSS4.C...0000:,20.0,8.8059,3912
[BKB95] 1602+2359,16h05m01.86s,+23d50m54.1s,G,10034,,1995AJ....109..874B,85.6,8.8076,4600
CGCG 137-031 NED02,16h05m02.49s,+23d40m08.6s,G,8985,,1995AJ....109..874B,87.1,8.8082,3551
2MASX J16003052+1959070,16h00m30.52s,+19d59m07.3s,G,9366,,2007SDSS6.C...0000:,119.4,8.8110,3932
SDSS J160455.88+241814.7,16h04m55.88s,+24d18m14.7s,G,10013,,2004AJ....128.1558S,81.8,8.8115,4579
MCG +04-36-018,15h08m11.94s,+20d28m32.7s,G,6268,,2011ApJ...735..125S,-114.7,8.8154,834
SDSS J154054.96+301641.9,15h40m54.97s,+30d16m42.0s,G,9496,,2005SDSS4.C...0000:,10.8,8.8204,4062
NGC 5962,15h36m31.68s,+16d36m28.0s,G,1957,,2001A&A...378..370V,176.9,8.8219,-3477
SDSS J160504.20+240240.5,16h05m04.21s,+24d02m40.5s,G,10077,,2004AJ....128.1558S,84.0,8.8286,4643
SDSS J160427.44+250656.8,16h04m27.44s,+25d06m56.8s,G,8530,,2005SDSS4.C...0000:,75.0,8.8298,3096
GIN 494,16h05m06.42s,+23d51m53.9s,G,10236,,2004AJ....128.1558S,85.5,8.8305,4802
MCG +05-38-003,15h56m30.90s,+28d26m14.3s,G,6440,,2004SDSS3.C...0000:,43.3,8.8329,1006
SDSS J160407.41+252824.0,16h04m07.41s,+25d28m24.1s,G,9987,,2005SDSS4.C...0000:,72.0,8.8427,4553
USGC U742,16h04m33.80s,+25d03m11.0s,GTrpl,9896,,2002AJ....123.2976R,75.6,8.8438,4462
SDSS J155935.10+273822.8,15h59m35.10s,+27d38m22.9s,G,9254,,2004SDSS3.C...0000:,52.0,8.8455,3820
MSPM 01115,15h08m17.11s,+26d54m34.6s,GClstr,9437,,2012MNRAS.422...25S,-59.2,8.8485,4003
SDSS J150817.11+265434.7,15h08m17.11s,+26d54m34.7s,G,9716,,2011ApJ...735..125S,-59.2,8.8486,4282
UGC 09705,15h06m09.37s,+25d46m58.0s,G,6690,,1988AJ.....95.1602S,-69.3,8.8514,1256
LDCE 1135,15h36m21.50s,+30d25m38.0s,GTrpl,1927,,2008ApJ...685.1320C,2.5,8.8553,-3507
[RPG97] 373,16h04m36.40s,+25d03m22.5s,GGroup,9924,,1997AJ....113..483R,75.5,8.8570,4490
SDSS J160512.22+235109.2,16h05m12.22s,+23d51m09.2s,G,8870,,2006SDSS5.C...0000:,85.6,8.8586,3436
KUG 1601+256,16h04m04.54s,+25d33m45.7s,G,7955,,1999MNRAS.305..259W,71.2,8.8598,2521
2MASX J15400447+1640152,15h40m04.46s,+16d40m15.3s,G,9264,,2011ApJ...735..125S,169.8,8.8628,3830
CGCG 135-008,15h05m40.12s,+25d26m43.9s,G,10112,,2011AJ....142..170H,-72.3,8.8662,4678
2MASX J16044924+2450213,16h04m49.24s,+24d50m21.8s,G,10029,,2006SDSS5.C...0000:,77.4,8.8677,4595
SDSS J160510.91+231204.3,16h05m10.91s,+23d12m04.4s,G,9506,,2006SDSS5.C...0000:,91.0,8.8714,4071
CGCG 137-034,16h05m17.62s,+23d45m20.4s,G,9045,,1994AJ....107..427D,86.4,8.8831,3611
SDSS J160048.84+271648.6,16h00m48.85s,+27d16m48.6s,G,9645,,2004SDSS3.C...0000:,55.8,8.8840,4211
SDSS J153510.22+163258.4,15h35m10.22s,+16d32m58.5s,G,1023,,2011ApJ...735..125S,179.6,8.8844,-4411
UGC 09912,15h35m10.50s,+16d32m58.0s,G,1032,,2006HIPAS.C...0000:,179.6,8.8846,-4402
CGCG 137-028,16h04m35.60s,+25d11m23.7s,G,9615,,1995A&AS..112..429F,74.5,8.8889,4181
2MASX J15080825+2654580,15h08m08.26s,+26d54m57.6s,G,9729,,2011AJ....142..170H,-59.2,8.8899,4295
SDSS J160514.17+230920.8,16h05m14.17s,+23d09m20.8s,G,10016,,2006SDSS5.C...0000:,91.4,8.8917,4582
HDCE 0931,16h02m47.10s,+20d52m03.0s,GGroup,4616,,2008ApJ...685.1320C,110.9,8.8919,-818
SDSS J153209.31+302621.2,15h32m09.32s,+30d26m21.3s,G,9618,,2005SDSS4.C...0000:,-5.0,8.8977,4184
SDSS J160519.85+235454.9,16h05m19.86s,+23d54m55.0s,G,9807,,2006SDSS5.C...0000:,85.1,8.8984,4373
2MASX J16052050+2329146,16h05m20.48s,+23d29m14.7s,G,9669,,2006SDSS5.C...0000:,88.6,8.9004,4235
Mr18:[BFW2006] 10541,15h59m55.36s,+27d37m19.8s,GGroup,9680,,2006ApJS..167....1B,52.5,8.9115,4246
NGC 6032,16h03m01.12s,+20d57m21.4s,G,4282,,1999PASP..111..438F,110.1,8.9119,-1152
UZC-CG 239,15h36m05.00s,+16d31m57.0s,GTrpl,1647,,2002A&A...391...35F,177.8,8.9127,-3787
SDSS J160321.66+210845.9,16h03m21.67s,+21d08m45.9s,G,4426,,2007SDSS6.C...0000:,108.4,8.9161,-1008
KUG 1602+218,16h04m14.90s,+21d45m50.4s,G,4275,,2007SDSS6.C...0000:,103.0,8.9165,-1159
SDSS J153903.15+302530.3,15h39m03.16s,+30d25m30.4s,G,8007,,2005SDSS4.C...0000:,7.3,8.9207,2573
SDSS J154257.90+164643.3,15h42m57.91s,+16d46m43.3s,G,8657,,2011ApJ...735..125S,164.0,8.9208,3223
SDSS J150811.61+201803.6,15h08m11.62s,+20d18m03.7s,G,4758,,2011ApJ...735..125S,-116.0,8.9222,-676
2MASX J16052271+2407539,16h05m22.74s,+24d07m53.2s,G,9654,,2004AJ....128.1558S,83.3,8.9259,4220
2MASX J15540286+1807314,15h54m02.84s,+18d07m31.8s,G,4528,,2011ApJ...735..125S,139.4,8.9260,-906
SDSS J160525.74+235513.1,16h05m25.74s,+23d55m13.2s,G,8868,,2006SDSS5.C...0000:,85.0,8.9275,3434
2MASX J16000088+2737213,16h00m00.83s,+27d37m21.4s,G,9648,,2004SDSS3.C...0000:,52.6,8.9332,4214
SDSS J155611.12+283717.6,15h56m11.12s,+28d37m17.6s,G,9525,,2004SDSS3.C...0000:,41.8,8.9352,4091
[BKB95] 1603+2415,16h05m25.51s,+24d06m55.6s,G,9868,,1995AJ....109..874B,83.4,8.9382,4434
SDSS J160001.31+273739.2,16h00m01.31s,+27d37m39.2s,G,9673,,2004SDSS3.C...0000:,52.6,8.9388,4239
SDSS J150915.95+195055.1,15h09m15.96s,+19d50m55.1s,G,4835,,2011ApJ...735..125S,-120.3,8.9394,-599
SDSS J153413.34+163024.1,15h34m13.36s,+16d30m24.2s,G,8862,,2011ApJ...735..125S,-178.6,8.9422,3428
SDSS J155352.65+180432.4,15h53m52.65s,+18d04m32.5s,G,9889,,2007SDSS6.C...0000:,140.0,8.9437,4455
CGCG 107-007,15h34m13.60s,+16d30m16.0s,GPair,8863,,1995A&AS..112..429F,-178.6,8.9451,3429
CGCG 107-007 NED02,15h34m13.81s,+16d30m09.0s,G,8859,,2011ApJ...735..125S,-178.6,8.9476,3425
SDSS J151542.42+290140.4,15h15m42.43s,+29d01m40.4s,G,9953,,2003AJ....125.2373W,-37.0,8.9547,4519
SDSS J160010.67+273618.5,16h00m10.68s,+27d36m18.5s,G,9902,,2011ApJ...735..125S,52.9,8.9591,4468
2MFGC 12833,16h00m10.68s,+27d36m18.5s,G,9897,,2004SDSS3.C...0000:,52.9,8.9591,4463
2MASX J16052994+2412169,16h05m29.89s,+24d12m17.5s,G,9481,,2004AJ....128.1558S,82.7,8.9673,4047
SDSS J155951.48+193211.6,15h59m51.49s,+19d32m11.6s,G,9620,,2011ApJ...735..125S,123.2,8.9677,4186
2MASX J15584737+1911423,15h58m47.35s,+19d11m41.9s,G,8717,,1998AJ....115....6B,126.7,8.9751,3283
SDSS J155435.68+181054.0,15h54m35.68s,+18d10m54.1s,G,9591,,2007SDSS6.C...0000:,138.3,8.9765,4157
2MASX J16001706+2735563,16h00m17.09s,+27d35m56.7s,G,9603,,2004SDSS3.C...0000:,53.0,8.9799,4169
2MASX J15075352+2657590,15h07m53.55s,+26d57m58.9s,G,9908,,2011ApJ...735..125S,-59.1,8.9826,4474
SDSS J151015.32+192612.9,15h10m15.33s,+19d26m13.0s,G,9064,,2011ApJ...735..125S,-124.1,8.9927,3630
SDSS J160538.97+232731.8,16h05m38.98s,+23d27m31.9s,G,9314,,2006SDSS5.C...0000:,88.8,8.9928,3880
2MASX J16052806+2431229,16h05m28.07s,+24d31m22.3s,G,9860,,2006SDSS5.C...0000:,80.1,8.9976,4426
CGCG 137-033,16h05m11.49s,+24d57m36.4s,G,10127,,2006SDSS5.C...0000:,76.5,9.0015,4693
2MASX J16043303+2536403,16h04m33.11s,+25d36m40.4s,G,9573,,2006SDSS5.C...0000:,71.1,9.0102,4139
UGC 10019,15h45m33.53s,+30d08m50.7s,G,9487,,1991RC3.9.C...0000d,19.0,9.0114,4053
2MFGC 12835,16h00m12.33s,+19d35m04.7s,G,9280,,2011ApJ...735..125S,122.5,9.0183,3846
KUG 1559+201,16h01m30.39s,+20d03m36.2s,G,4345,,2007SDSS6.C...0000:,117.9,9.0202,-1089
IC 1156,16h00m37.36s,+19d43m23.6s,G,9213,,2006MNRAS.370.1213C,121.1,9.0227,3779
2MASX J15453129+3009380,15h45m31.27s,+30d09m38.4s,G,9498,,2005SDSS4.C...0000:,18.9,9.0238,4064
NGC 5962:[ZSF97] a,15h34m32.18s,+16d26m17.6s,G,1889,,1997ApJ...478...39Z,-179.2,9.0288,-3545
SDSS J153631.00+162625.9,15h36m31.00s,+16d26m25.9s,G,1889,,2013ApJ...775..116R,177.0,9.0372,-3545
UGC 09925,15h36m32.00s,+16d26m23.0s,G,1916,,1991RC3.9.C...0000d,176.9,9.0385,-3518
SDSS J160549.40+234212.3,16h05m49.41s,+23d42m12.3s,G,10037,,2006SDSS5.C...0000:,86.8,9.0392,4603
SDSS J150448.96+251405.1,15h04m48.96s,+25d14m05.1s,G,4475,,2011AJ....142..170H,-74.3,9.0437,-959
2MASX J16052338+2454209,16h05m23.37s,+24d54m20.7s,G,8418,,2006SDSS5.C...0000:,77.0,9.0462,2984
2MASX J15592161+1916225,15h59m21.61s,+19d16m22.8s,G,8675,,2011ApJ...735..125S,125.5,9.0491,3241
2MASX J15241780+3010303,15h24m17.82s,+30d10m30.5s,G,9344,,2005SDSS4.C...0000:,-19.0,9.0500,3910
NGC 6035,16h03m24.18s,+20d53m28.5s,G,4762,,2007SDSS6.C...0000:,110.3,9.0510,-672
SDSS J160501.06+220147.0,16h05m01.06s,+22d01m47.1s,G,4348,,2007SDSS6.C...0000:,100.5,9.0528,-1086
GIN 492,16h05m49.58s,+24d10m33.3s,G,9725,,1999MNRAS.305..259W,83.0,9.0610,4291
SDSS J151718.50+292358.1,15h17m18.51s,+29d23m58.2s,G,5282,,2011ApJ...735..125S,-32.9,9.0669,-152
2MASX J16054876+2306129,16h05m48.80s,+23d06m13.3s,G,10001,,2006SDSS5.C...0000:,91.7,9.0678,4567
UGC 09803,15h17m17.85s,+29d24m00.2s,G,5257,,2004AJ....128.2080O,-32.9,9.0693,-177
SDSS J155636.51+183001.4,15h56m36.52s,+18d30m01.5s,G,9966,,2007SDSS6.C...0000:,133.7,9.0854,4532
SDSS J160557.39+235908.0,16h05m57.39s,+23d59m08.1s,G,9714,,2004AJ....128.1558S,84.6,9.0861,4280
SDSS J160555.42+231529.8,16h05m55.43s,+23d15m29.9s,G,9616,,2006SDSS5.C...0000:,90.4,9.0861,4182
SDSS J153858.15+162717.5,15h38m58.16s,+16d27m17.6s,G,9239,,2011ApJ...735..125S,172.2,9.0874,3805
CGCG 107-017,15h38m58.23s,+16d27m17.0s,G,9230,,1995A&AS..112..429F,172.2,9.0877,3796
SDSS J155808.09+185142.0,15h58m08.10s,+18d51m42.1s,G,10411,,2011ApJ...735..125S,129.6,9.1010,4977
CGCG 166-053,15h45m48.07s,+30d12m08.8s,G,9453,,2005SDSS4.C...0000:,19.3,9.1015,4019
2MASXi J1522188+170133,15h22m18.90s,+17d01m34.2s,G,6803,,2011ApJ...735..125S,-154.8,9.1017,1369
UGC 10092,15h55m43.06s,+18d16m57.7s,G,5277,,1992ApJS...81....5S,136.2,9.1037,-157
SDSS J150437.00+251541.5,15h04m37.00s,+25d15m41.6s,G,10153,,2007SDSS6.C...0000:,-74.2,9.1080,4719
2MASX J15493887+1715167,15h49m38.86s,+17d15m17.1s,G,9094,,2007SDSS6.C...0000:,150.5,9.1161,3660
2MASX J15162598+2918371,15h16m26.02s,+29d18m36.7s,G,9348,,2001AJ....122.2893W,-34.5,9.1169,3914
SDSS J150432.42+251312.6,15h04m32.42s,+25d13m12.7s,G,10085,,2007SDSS6.C...0000:,-74.5,9.1182,4651
WBL 587,15h45m55.34s,+30d12m43.0s,GGroup,9467,,1999AJ....118.2014W,19.4,9.1249,4033
SDSS J160537.72+222438.7,16h05m37.73s,+22d24m38.7s,G,5728,,2006SDSS5.C...0000:,97.3,9.1304,294
SDSS J154936.04+171346.5,15h49m36.04s,+17d13m46.5s,G,8949,,2007SDSS6.C...0000:,150.7,9.1379,3515
SDSS J154852.17+295642.1,15h48m52.18s,+29d56m42.1s,G,9930,,2005SDSS4.C...0000:,25.0,9.1388,4496
FGC 1986,16h05m42.68s,+22d27m23.7s,G,5694,,1997AJ....114..122G,96.9,9.1443,260
CGCG 106-020,15h12m24.99s,+18d38m48.4s,G,6448,,2007A&A...465...71T,-131.7,9.1447,1014
SDSS J154418.48+302055.6,15h44m18.48s,+30d20m55.7s,G,976,,2005SDSS4.C...0000:,16.4,9.1448,-4459
2MASX J16012307+1949292,16h01m23.07s,+19d49m29.2s,G,9306,,2007SDSS6.C...0000:,119.7,9.1462,3872
SDSS J152457.51+301821.9,15h24m57.52s,+30d18m22.0s,G,9174,,1997ApJS..111....1S,-17.6,9.1480,3740
SDSS J152415.91+301543.4,15h24m15.92s,+30d15m43.4s,G,9508,,2006SDSS5.C...0000:,-18.8,9.1585,4074
SDSS J160555.10+244323.3,16h05m55.10s,+24d43m23.3s,G,9942,,2005SDSS4.C...0000:,78.6,9.1623,4508
UGC 09836,15h24m24.19s,+30d16m38.8s,G,9342,,1999PASP..111..438F,-18.6,9.1641,3908
SDSS J155530.79+181034.1,15h55m30.80s,+18d10m34.2s,G,5266,,2007SDSS6.C...0000:,137.0,9.1650,-168
2MASX J15275473+1631259,15h27m54.77s,+16d31m25.3s,G,8768,,2011ApJ...735..125S,-166.4,9.1667,3334
SDSS J160616.05+233213.2,16h06m16.05s,+23d32m13.3s,G,9541,,2006SDSS5.C...0000:,88.2,9.1728,4107
SDSS J155645.31+182609.6,15h56m45.31s,+18d26m09.7s,G,4935,,2011ApJ...735..125S,133.9,9.1763,-499
SDSS J155305.04+174217.4,15h53m05.05s,+17d42m17.5s,G,9209,,2007SDSS6.C...0000:,143.0,9.1805,3775
MRK 0689,15h36m19.44s,+30d40m56.3s,G,1748,,2005SDSS4.C...0000:,2.4,9.1838,-3686
KUG 1603+227,16h05m58.68s,+22d37m56.4s,G,9017,,2006SDSS5.C...0000:,95.4,9.1865,3583
2MASX J16055957+2239012,16h05m59.57s,+22d39m00.8s,G,9293,,2006SDSS5.C...0000:,95.3,9.1876,3859
SDSS J151248.19+284213.3,15h12m48.20s,+28d42m13.3s,G,9351,,2011ApJ...735..125S,-42.5,9.1936,3916
SDSS J160011.52+275502.1,16h00m11.52s,+27d55m02.1s,G,9816,,2004SDSS3.C...0000:,50.8,9.1959,4382
SDSS J155221.41+293330.7,15h52m21.42s,+29d33m30.8s,G,9896,,2005SDSS4.C...0000:,31.8,9.1982,4462
2MASX J15462296+3014494,15h46m22.93s,+30d14m47.7s,G,9013,,2005SDSS4.C...0000:,20.1,9.2126,3579
SDSS J151031.23+190414.0,15h10m31.24s,+19d04m14.0s,G,6451,,2011ApJ...735..125S,-126.8,9.2180,1017
VV 397,15h05m58.48s,+20d50m57.2s,G,4720,,1999PASP..111..438F,-110.2,9.2196,-714
SDSS J150558.04+205103.7,15h05m58.05s,+20d51m03.8s,G,4737,,2011ApJ...735..125S,-110.2,9.2207,-697
CGCG 166-054,15h46m19.24s,+30d15m44.4s,GTrpl,9482,,1992NED11.R......1N,19.9,9.2254,4048
MSPM 00753,15h46m23.69s,+30d15m33.5s,GClstr,9440,,2012MNRAS.422...25S,20.1,9.2292,4006
CGCG 1544.3+3025 NED02,15h46m23.70s,+30d15m33.5s,G,9893,,2007SDSS6.C...0000:,20.1,9.2292,4459
SDSS J160407.79+205620.7,16h04m07.80s,+20d56m20.8s,G,10027,,2007SDSS6.C...0000:,109.4,9.2298,4593
SDSS J152431.88+302049.7,15h24m31.88s,+30d20m49.8s,G,9145,,2005SDSS4.C...0000:,-18.2,9.2370,3711
2MASX J16062886+2354148,16h06m28.86s,+23d54m15.0s,G,9643,,2004AJ....128.1558S,85.2,9.2372,4209
SDSS J153618.91+304332.8,15h36m18.91s,+30d43m32.9s,G,1742,,2005SDSS4.C...0000:,2.3,9.2398,-3692
CGCG 166-054 NED01,15h46m24.58s,+30d16m01.2s,G,9816,,2005SDSS4.C...0000:,20.1,9.2400,4382
SDSS J151747.71+293756.2,15h17m47.71s,+29d37m56.3s,G,9893,,2003AJ....125.2373W,-31.1,9.2401,4459
LSBC F581-V01,15h06m34.78s,+20d29m17.6s,G,6233,,1992NED11.R......1N,-113.3,9.2460,799
SDSS J150347.90+223009.8,15h03m47.91s,+22d30m09.9s,G,5972,,2011ApJ...735..125S,-96.4,9.2515,538
SDSS J154151.70+162655.7,15h41m51.71s,+16d26m55.7s,G,9579,,2011ApJ...735..125S,166.7,9.2518,4145
UGC 10151,16h03m00.26s,+27d00m37.0s,G,9749,,1992ApJS...79..157F,59.6,9.2607,4315
SDSS J155437.93+175356.3,15h54m37.94s,+17d53m56.4s,G,4550,,2007SDSS6.C...0000:,139.7,9.2666,-884
SDSS J155938.95+190504.8,15h59m38.96s,+19d05m04.8s,G,9538,,2011ApJ...735..125S,126.4,9.2688,4104
SDSS J152702.06+303216.6,15h27m02.06s,+30d32m16.7s,G,9470,,2006SDSS5.C...0000:,-13.6,9.2696,4036
SDSS J160235.66+271242.0,16h02m35.66s,+27d12m42.1s,G,9602,,2004SDSS3.C...0000:,57.8,9.2803,4168
SDSS J152510.97+163644.7,15h25m10.97s,+16d36m44.8s,G,4510,,2011ApJ...735..125S,-161.1,9.2826,-924
SDSS J155355.54+174507.8,15h53m55.55s,+17d45m07.9s,G,9155,,2007SDSS6.C...0000:,141.5,9.2838,3721
SDSS J160623.26+243913.8,16h06m23.26s,+24d39m13.8s,G,10401,,2005SDSS4.C...0000:,79.3,9.2865,4967
SDSS J155626.91+181406.4,15h56m26.91s,+18d14m06.4s,G,4935,,2007SDSS6.C...0000:,135.4,9.3001,-499
2MASX J15463020+3018465,15h46m30.24s,+30d18m46.1s,G,9168,,2005SDSS4.C...0000:,20.1,9.3047,3734
SDSS J160006.15+280500.6,16h00m06.16s,+28d05m00.6s,G,4497,,2004SDSS3.C...0000:,49.7,9.3048,-937
SDSS J160244.16+271201.9,16h02m44.16s,+27d12m01.9s,G,9401,,2004SDSS3.C...0000:,58.0,9.3089,3967
UGC 09920,15h35m17.73s,+30d48m11.8s,G,9430,,1997AJ....114..122G,0.6,9.3322,3996
SDSS J150315.94+225515.8,15h03m15.94s,+22d55m15.9s,G,5856,,2011ApJ...735..125S,-93.0,9.3356,422
CGCG 165-024,15h09m21.77s,+27d59m51.3s,G,9436,,1996AJ....112.1759D,-50.7,9.3387,4002
2MASX J16050157+2607153,16h05m01.54s,+26d07m15.1s,G,7893,,2004SDSS3.C...0000:,67.5,9.3406,2459
CGCG 108-053,16h01m07.05s,+19d26m54.9s,G,4347,,1991RC3.9.C...0000d,122.4,9.3465,-1087
SDSS J160649.84+240638.1,16h06m49.84s,+24d06m38.2s,G,9712,,2005SDSS4.C...0000:,83.6,9.3513,4278
2MASX J16052735+2551279,16h05m27.33s,+25d51m27.8s,G,9234,,2006SDSS5.C...0000:,69.7,9.3526,3800
SDSS J150808.64+194000.3,15h08m08.65s,+19d40m00.3s,G,9152,,2011ApJ...735..125S,-120.3,9.3532,3718
2MASX J15553813+1800217,15h55m38.12s,+18d00m22.0s,G,9192,,2007SDSS6.C...0000:,137.7,9.3558,3758
SDSS J160651.03+241428.3,16h06m51.03s,+24d14m28.4s,G,9469,,2005SDSS4.C...0000:,82.6,9.3679,4035
2MASX J15464116+3021045,15h46m41.15s,+30d21m05.0s,G,9582,,2005SDSS4.C...0000:,20.2,9.3696,4148
SDSS J153417.99+161020.6,15h34m18.00s,+16d10m20.6s,G,1765,,2011ApJ...735..125S,-178.8,9.3733,-3669
2MASX J16065382+2409027,16h06m53.77s,+24d09m02.5s,G,9493,,2006SDSS5.C...0000:,83.3,9.3735,4059
CGCG 107-037,15h47m20.18s,+16d45m52.2s,G,8995,,1999PASP..111..438F,156.1,9.3803,3561
UGCl 364,15h36m25.47s,+30d50m09.0s,GClstr,1790,,1984A&AS...56..363B,2.5,9.3832,-3644
2MASX J15044833+2610220,15h04m48.31s,+26d10m22.8s,G,9051,,2011AJ....142..170H,-67.1,9.3844,3617
CGCG 167-010,15h59m21.14s,+28d23m28.6s,G,6440,,2004SDSS3.C...0000:,47.0,9.3888,1006
SDSS J160536.84+213232.0,16h05m36.85s,+21d32m32.1s,G,4476,,2007SDSS6.C...0000:,104.0,9.3905,-958
SDSS J150429.72+255908.7,15h04m29.73s,+25d59m08.7s,G,9165,,2011AJ....142..170H,-68.7,9.3910,3731
SDSS J154850.45+301001.7,15h48m50.46s,+30d10m01.8s,G,9505,,2005SDSS4.C...0000:,24.2,9.3929,4071
SDSS J152016.07+170028.0,15h20m16.07s,+17d00m28.0s,G,8747,,2011ApJ...735..125S,-151.4,9.3973,3313
SDSS J155754.13+182737.4,15h57m54.13s,+18d27m37.5s,G,9247,,2007SDSS6.C...0000:,132.2,9.4023,3813
SDSS J160659.82+240938.6,16h06m59.84s,+24d09m38.7s,G,9344,,2005SDSS4.C...0000:,83.3,9.4041,3910
NGC 5961 GROUP,15h35m25.54s,+30d51m41.4s,GGroup,1763,,1997AJ....113..483R,0.8,9.4079,-3671
2MASXi J1543288+162512,15h43m28.89s,+16d25m13.6s,G,8968,,2011ApJ...735..125S,163.8,9.4093,3534
NGC 5961,15h35m16.32s,+30d51m51.0s,G,1828,,1988AJ.....95.1602S,0.5,9.4109,-3606
CGCG 107-014,15h37m40.03s,+16d10m09.4s,G,9218,,1995A&AS..112..429F,174.9,9.4110,3784
USGC U711,15h35m26.90s,+30d51m58.0s,GTrpl,1758,,2002AJ....123.2976R,0.8,9.4140,-3676
2MFGC 12718,15h50m07.32s,+30d03m05.1s,G,9597,,2005SDSS4.C...0000:,26.5,9.4220,4163
NGC 5842,15h04m51.99s,+21d04m10.0s,G,10361,,1999PASP..111..438F,-107.8,9.4244,4927
UGC 09738,15h08m56.65s,+19d17m24.6s,G,6271,,1991RC3.9.C...0000d,-123.6,9.4271,837
SDSS J160524.40+211749.5,16h05m24.41s,+21d17m49.5s,G,4342,,2007SDSS6.C...0000:,105.9,9.4284,-1092
2MASX J16013454+1927386,16h01m34.51s,+19d27m38.6s,G,4580,,2011ApJ...735..125S,121.9,9.4524,-854
SDSS J150801.53+193327.1,15h08m01.54s,+19d33m27.2s,G,6437,,2011ApJ...735..125S,-120.9,9.4605,1003
NGC 5829,15h02m42.01s,+23d20m01.0s,G,5635,,2000AJ....120.1691N,-89.7,9.4612,201
SDSS J150426.98+260907.5,15h04m26.98s,+26d09m07.5s,G,9256,,2011AJ....142..170H,-67.5,9.4725,3822
KUG 1554+183,15h57m04.50s,+18d11m16.3s,G,9423,,1991RC3.9.C...0000d,134.8,9.4758,3989
NGC 6060,16h05m51.98s,+21d29m05.9s,G,4439,,1991RC3.9.C...0000d,104.3,9.4847,-995
SDSS J160551.96+212853.5,16h05m51.96s,+21d28m53.5s,G,4390,,2007SDSS6.C...0000:,104.3,9.4859,-1044
SDSS J155705.05+180955.5,15h57m05.06s,+18d09m55.5s,G,9571,,2007SDSS6.C...0000:,134.9,9.4989,4137
MSPM 01710,15h57m05.06s,+18d09m55.4s,GClstr,9455,,2012MNRAS.422...25S,134.9,9.4990,4021
NGC 6028,16h01m28.96s,+19d21m35.6s,G,4475,,1991RC3.9.C...0000d,122.6,9.5034,-959
SDSS J152431.83+303357.8,15h24m31.84s,+30d33m57.8s,G,10046,,2006SDSS5.C...0000:,-17.6,9.5044,4612
SDSS J160556.96+212903.6,16h05m56.97s,+21d29m03.7s,G,4352,,2007SDSS6.C...0000:,104.2,9.5088,-1082
SDSS J150231.22+232041.3,15h02m31.22s,+23d20m41.4s,G,5613,,2007SDSS6.C...0000:,-89.6,9.5137,179
2MASX J15453969+1629440,15h45m39.71s,+16d29m43.7s,G,4139,,2011ApJ...735..125S,159.8,9.5186,-1295
2MASX J15041424+2607290,15h04m14.23s,+26d07m28.6s,G,9318,,2011AJ....142..170H,-67.8,9.5191,3884
MSPM 01174,15h04m14.23s,+26d07m28.6s,GClstr,9276,,2012MNRAS.422...25S,-67.8,9.5192,3842
SDSS J155332.13+294117.8,15h53m32.14s,+29d41m17.9s,G,9984,,2005SDSS4.C...0000:,32.9,9.5234,4550
SDSS J154450.97+162523.0,15h44m50.98s,+16d25m23.0s,G,8958,,2011ApJ...735..125S,161.4,9.5273,3524
UGC 10121,15h59m45.80s,+18d48m03.9s,G,8830,,1995A&AS..112..429F,128.0,9.5284,3396
CGCG 108-080,16h02m47.46s,+19d47m14.1s,G,1663,,1999A&AS..136..227G,118.6,9.5356,-3771
SDSS J150830.11+191711.7,15h08m30.12s,+19d17m11.7s,G,6312,,2011ApJ...735..125S,-123.2,9.5392,878
SDSS J160730.36+235804.5,16h07m30.36s,+23d58m04.6s,G,9727,,2005SDSS4.C...0000:,84.8,9.5423,4293
SDSS J160305.04+195304.3,16h03m05.04s,+19d53m04.3s,G,3486,,2011ApJ...735..125S,117.6,9.5481,-1948
SDSS J154425.95+162223.3,15h44m25.95s,+16d22m23.3s,G,8728,,2011ApJ...735..125S,162.2,9.5503,3294
2MASX J15361222+3058026,15h36m12.19s,+30d58m02.4s,G,9356,,2005SDSS4.C...0000:,2.1,9.5505,3922
SDSS J160528.99+210313.9,16h05m28.99s,+21d03m14.0s,G,4864,,2007SDSS6.C...0000:,107.6,9.5561,-570
NGC 5859,15h07m34.74s,+19d34m56.3s,G,4764,,1985ApJS...58..623G,-120.3,9.5569,-670
2MASX J15021905+2342221,15h02m19.02s,+23d42m21.7s,G,10245,,2007SDSS6.C...0000:,-86.8,9.5621,4810
UGC 09846,15h26m02.67s,+16d19m23.6s,G,7025,,1991RC3.9.C...0000d,-163.3,9.5624,1591
KPG 455,15h07m31.01s,+19d35m24.4s,GPair,5071,,1998Afz....41..308M,-120.2,9.5674,-363
SDSS J150742.26+193119.0,15h07m42.27s,+19d31m19.0s,G,4475,,2011ApJ...735..125S,-120.8,9.5675,-959
